الشركة,رقم الحساب,اسم الحساب,التاريخ,رقم السند,نوع المستند,البيان/الشرح,المبلغ
SHK,6020101010,مصاريف صيانة سيارات,4/26/2026,26102332,قيد يومي,غسيل سيارة ابو حشيش,5
SHK,6020101017,مصاريف شحن سيارات,4/26/2026,26102336,قيد يومي,شحن سيارة لؤي السيد,13.4
SHK,6020101017,مصاريف شحن سيارات,4/26/2026,26102339,قيد يومي,شحن سيارة جهاد فقوسه,16.15
SHK,6020101010,مصاريف صيانة سيارات,4/27/2026,26102348,قيد يومي,صيانة سيارة ابو لؤي,46
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102361,قيد يومي,ترخيص,65.75
SHK,6020101012,مصاريف محروقات سيارات,4/27/2026,26102361,قيد يومي,ديزل,10
SHK,6010101009,مصاريف متفرقة,4/27/2026,26102361,قيد يومي,دفع مخالفات,2.75
SHK,6020101015,مصاريف تحميل وتنزيل,4/27/2026,26102361,قيد يومي,تحميل وتنزيل مشوار العقبة,20
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102366,قيد يومي,نرخيص,63.5
SHK,6010101009,مصاريف متفرقة,4/27/2026,26102366,قيد يومي,عمولات دفع مخالفات,7.75
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102366,قيد يومي,مخالفات,38
SHK,6020101010,مصاريف صيانة سيارات,4/27/2026,26102367,قيد يومي,ديفينول 15-40 20 لتر,217.241
SHK,6010101012,مصاريف لوازم مستهلكة,4/27/2026,26102369,قيد يومي,عازل فيبر + تب,327.156
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102370,قيد يومي,تأمين سيارة رقم 93644-46,89.24
SHK,6010101009,مصاريف متفرقة,4/27/2026,26102371,قيد يومي,عمولة دفع مخالفات,0.25
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102372,قيد يومي,تامين,46.4
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102372,قيد يومي,تامين,63.55
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102373,قيد يومي,تامين سيارة رقم 44725-36,157.44
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102374,قيد يومي,تامين سيارة رقم 44725-36,46.4
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/27/2026,26102374,قيد يومي,مخالفات  سيارة رقم 44725-36,86.25
SHK,6010101014,مصاريف طعام موظفين,4/27/2026,26102376,قيد يومي,غداء شباب المستودع بدل 15 طن سكر,10
SHK,6010101004,مصاريف ضيافة,4/27/2026,26102379,قيد يومي,نسكافيه + مياه,30.5
SHK,6020101010,مصاريف صيانة سيارات,4/27/2026,26102379,قيد يومي,صيانة سيارة,40
SHK,6020101015,مصاريف تحميل وتنزيل,4/27/2026,26102379,قيد يومي,بدل جوام يوم الجمعة,10
SHK,6010101012,مصاريف لوازم مستهلكة,4/27/2026,26102380,قيد يومي,مزيل صدا + مشرط ف/رقم 2014,31.466
SHK,6020101022,مصاريف صيانة عامة,4/27/2026,26102381,قيد يومي,صيانة عامة,28.448
SHK,6010101009,مصاريف متفرقة,4/27/2026,26008616,قيد يومي,عمولة دفع مخالفات(Reversal) - 12238,-0.25
SHK,6010101009,مصاريف متفرقة,4/27/2026,26102389,قيد يومي,عمولة دفع مخالفات,0.25
SHK,6010101002,مصاريف الضمان الاجتماعي - الادراة,3/31/2026,26008642,قيد يومي,راتب شهر 03(Reversal) - 11440,4045.94
SHK,6010101001,مصاريف ورواتب وأجور- الادارة,3/31/2026,26008642,قيد يومي,راتب شهر 03(Reversal) - 11440,-24187.84
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102392,قيد يومي,دفعة من حساب عيد,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,4/28/2026,26102392,قيد يومي,دفعة من حساب عيد,353
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102393,قيد يومي,تحويل لسمير العنزي,0.35
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102394,قيد يومي,دفعة لشركة نماذج الكمبيوتر,0.35
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102395,قيد يومي,دفعة لمخبز يوسف هلالات,0.35
SHK,6010101025,مصاريف هاتف,4/28/2026,26102397,قيد يومي,اتصالات,18.09
SHK,6010101025,مصاريف هاتف,4/28/2026,26102397,قيد يومي,اتصالات,18.09
SHK,6010101020,مصاريف حكومية,4/28/2026,26102399,قيد يومي,جمارك,30.5
SHK,6010101022,مصاريف عمولات زين كاش,4/26/2026,26102400,قيد يومي,تحويل للبنك من زين كاش,0.35
SHK,6010101020,مصاريف حكومية,4/28/2026,26102401,قيد يومي,جمارك,30.5
SHK,6020101003,مصاريف تصدير,4/28/2026,26102402,قيد يومي,منشا,4.5
SHK,6010101020,مصاريف حكومية,4/28/2026,26102403,قيد يومي,جمارك,2.2
SHK,6010101021,مصاريف عمولات بنكية,4/28/2026,26102404,قيد يومي,تحويل من البنك لزين كاش,0.7
SHK,6010101021,مصاريف عمولات بنكية,4/28/2026,26102407,قيد يومي,عمولات,0.5
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102408,قيد يومي,تحميل وتنزيل الولاء,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,4/28/2026,26102408,قيد يومي,تحميل وتنزيل الولاء,35
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102409,قيد يومي,سلفة عمل بيد حسام الدرابيع,0.35
SHK,6010101022,مصاريف عمولات زين كاش,4/28/2026,26102409,قيد يومي,سلفة عمل بيد حسام الدرابيع,0.35
SHK,6010101018,مصاريف قرطاسية ومطبوعات,4/28/2026,26000849,فاتورة مشتريات,A/P Invoices - LV0000109,33.621
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102415,قيد يومي,طوابع,26.274
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102417,قيد يومي,طوابع,27.4
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102418,قيد يومي,طوابع,27.6
SHK,6020101014,خصم مسموح به,4/28/2026,26102419,قيد يومي,خصم نقدي كشف مرفق,29.751
SHK,6010101025,مصاريف هاتف,4/29/2026,26102427,قيد يومي,هاتف اورنج,12.74
SHK,6010101025,مصاريف هاتف,4/29/2026,26102427,قيد يومي,هاتف اورنج,7.64
SHK,6010101026,مصاريف انترنت,4/29/2026,26102427,قيد يومي,انترنت اورنج,31.7
SHK,6010101025,مصاريف هاتف,4/29/2026,26102427,قيد يومي,هاتف اورنج,14.21
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102430,قيد يومي,طوابع,2.9
SHK,6020101011,مصاريف تأمين وترخيص ومخالفات سيارات,4/29/2026,26102431,قيد يومي,ترخيص,97.8
SHK,6010101012,مصاريف لوازم مستهلكة,4/29/2026,26102431,قيد يومي,جرة غاز عدد 5,35
SHK,6020101010,مصاريف صيانة سيارات,4/29/2026,26102431,قيد يومي,غيار زيت + فلتر زيت + غسيل,75
SHK,6020101010,مصاريف صيانة سيارات,4/29/2026,26102431,قيد يومي,بنشر + فردة كوشوك,28
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102431,قيد يومي,كلبسات,1
SHK,6010101022,مصاريف عمولات زين كاش,4/29/2026,26102434,قيد يومي,مصاريف سفر نور الى السعودية,0.35
SHK,6010101023,مصاريف سفر واقامة وتنقلات,4/29/2026,26102434,قيد يومي,مصاريف سفر نور الى السعودية,290
SHK,6010101023,مصاريف سفر واقامة وتنقلات,4/29/2026,26102434,قيد يومي,مصاريف سفر نور الى السعودية,300
SHK,6010101022,مصاريف عمولات زين كاش,4/29/2026,26102436,قيد يومي,خدمات مكتب المقابلين,0.35
SHK,6010101009,مصاريف متفرقة,4/29/2026,26102436,قيد يومي,خدمات مكتب المقابلين,75
SHK,6010101021,مصاريف عمولات بنكية,4/29/2026,26008901,قيد يومي,تحويل من البنك لزين كاش,0.5
SHK,6010101022,مصاريف عمولات زين كاش,5/3/2026,26008902,قيد يومي,دفعة للضمان,1.5
SHK,6010101022,مصاريف عمولات زين كاش,5/3/2026,26008905,قيد يومي,دفعة لضريبة الدخل,2
SHK,6010101021,مصاريف عمولات بنكية,4/27/2026,26102437,قيد يومي,عمولات,2
SHK,6010101021,مصاريف عمولات بنكية,4/27/2026,26102437,قيد يومي,عمولة شيك معاد رقم 14903,20
SHK,6010101021,مصاريف عمولات بنكية,4/27/2026,26102437,قيد يومي,عمولة شيك معاد رقم 14773,20
SHK,6010101021,مصاريف عمولات بنكية,4/27/2026,26102437,قيد يومي,عمولة شيك معاد رقم 14429,20
SHK,6010101021,مصاريف عمولات بنكية,4/26/2026,26102438,قيد يومي,عمولات,9.87
SHK,6010101021,مصاريف عمولات بنكية,4/26/2026,26008917,قيد يومي,عمولات(Reversal) - 12666,-9.87
SHK,6010101021,مصاريف عمولات بنكية,4/26/2026,26102439,قيد يومي,عمولات,6.997
SHK,6010101020,مصاريف حكومية,5/3/2026,26102449,قيد يومي,طوابع,21.5
SHK,6010101020,مصاريف حكومية,5/3/2026,26102450,قيد يومي,طزابع,33.3
SHK,6010101020,مصاريف حكومية,5/3/2026,26102451,قيد يومي,طوابع,27.18
SHK,6010101020,مصاريف حكومية,5/3/2026,26008935,قيد يومي,طوابع(Reversal) - 12699,-27.18
SHK,6010101020,مصاريف حكومية,5/3/2026,26102452,قيد يومي,طوابع,27.2
SHK,6020101009,مصاريف خصم مسموح به,5/3/2026,26102460,قيد يومي,خصم على فاتورة رقم 26102941,2.5
SHK,6020101015,مصاريف تحميل وتنزيل,5/3/2026,26102460,قيد يومي,حساب عيد عبدالكريم,960
SHK,6020101017,مصاريف شحن سيارات,5/3/2026,26102466,قيد يومي,مصاريف شحن سيارة سامر الدويم,21.15
SHK,6020101012,مصاريف محروقات سيارات,5/3/2026,26102470,قيد يومي,دبزل,25
SHK,6010101018,مصاريف قرطاسية ومطبوعات,5/3/2026,26102470,قيد يومي,قرطاسية للمستودع,4
SHK,6020101012,مصاريف محروقات سيارات,5/3/2026,26102470,قيد يومي,دبزل,40
SHK,6020101010,مصاريف صيانة سيارات,5/3/2026,26102470,قيد يومي,حافظة ديانة + قشط,150
SHK,6010101020,مصاريف حكومية,5/3/2026,26102476,قيد يومي,الاستثمار,50.5
SHK,6010101026,مصاريف انترنت,5/3/2026,26102476,قيد يومي,انترنت,28.88
SHK,6020101003,مصاريف تصدير,5/3/2026,26102476,قيد يومي,منشا,4.5
SHK,6020101017,مصاريف شحن سيارات,5/4/2026,26102478,قيد يومي,شحن سيارة لؤي السيد,6.65
SHK,6020101017,مصاريف شحن سيارات,5/4/2026,26102488,قيد يومي,شحن سيارة سفيان التعمري,18.4
SHK,6010101012,مصاريف لوازم مستهلكة,5/4/2026,26102492,قيد يومي,ف/رقم 842 طبالي,195
SHK,6010101012,مصاريف لوازم مستهلكة,5/4/2026,26102492,قيد يومي,ف/رقم 832 طبالي,601
SHK,6020101002,مصاريف الضمان الاجتماعي - المبيعات,1/31/2026,26009010,قيد يومي,راتب شهر 01(Reversal) - 6014,-2485.913
SHK,6020101001,مصاريف ورواتب وأجور- المبيعات,1/31/2026,26009010,قيد يومي,رواتب شهر 01(Reversal) - 6014,-24487.362
SHK,6020101002,مصاريف الضمان الاجتماعي - المبيعات,1/31/2026,26102494,قيد يومي,راتب شهر 01,2485.913
SHK,6020101001,مصاريف ورواتب وأجور- المبيعات,1/31/2026,26102494,قيد يومي,رواتب شهر 01,24487.362
SHK,6020101015,مصاريف تحميل وتنزيل,1/1/2026,26009013,قيد يومي,تسكير حساب سامر سفيان 2025,450.085
SHK,6010101007,مصاريف مياه,5/4/2026,26102497,قيد يومي,مياه,4
SHK,6020101012,مصاريف محروقات سيارات,5/4/2026,26102497,قيد يومي,ديزل,20
SHK,6020101015,مصاريف تحميل وتنزيل,5/4/2026,26102497,قيد يومي,اجرة عامل,10
SHK,6020101015,مصاريف تحميل وتنزيل,5/4/2026,26102497,قيد يومي,عمال تحميل وتنزيل + عرباي توصيل,26
SHK,6020101015,مصاريف تحميل وتنزيل,5/4/2026,26102497,قيد يومي,توصيل طلبية عطاء,20
SHK,6010101024,مصاريف مواصلات,4/30/2026,26009020,قيد يومي,مواصلا شهر 04من عمان للموقر,2150
SHK,6010101020,مصاريف حكومية,5/4/2026,26102498,قيد يومي,طوابع,50.8
SHK,6020101015,مصاريف تحميل وتنزيل,3/31/2026,26102501,قيد يومي,تحميل وتنزيل سامر,66.99
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102503,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102503,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102503,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102503,قيد يومي,عمولات,1.4
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26009036,قيد يومي,عمولات(Reversal) - 10935,-0.35
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26009036,قيد يومي,عمولات(Reversal) - 10935,-0.35
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26009036,قيد يومي,عمولات(Reversal) - 10935,-0.35
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26102504,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26102504,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26102504,قيد يومي,عمولات,0.35
SHK,6010101021,مصاريف عمولات بنكية,4/14/2026,26102505,قيد يومي,تعديل قيد رقم 26102058,-3.15
SHK,6020101015,مصاريف تحميل وتنزيل,5/4/2026,26102511,قيد يومي,نضال,30
SHK,6010101010,مصاريف تأمين,5/5/2026,26000867,فاتورة مشتريات,A/P Invoices - LV0000299,507.759
SHK,6020101010,مصاريف صيانة سيارات,4/20/2026,26009189,قيد يومي,ف/562 دورة اسئل تبريد(Reversal) - 11522,-20
SHK,6020101017,مصاريف شحن سيارات,4/20/2026,26009189,قيد يومي,كهرباء سيارة امجد زكي(Reversal) - 11522,-75
SHK,6020101017,مصاريف شحن سيارات,4/20/2026,26102520,قيد يومي,كهرباء سيارة امجد زكي,75
SHK,6020101010,مصاريف صيانة سيارات,4/20/2026,26102520,قيد يومي,ف/562 دورة اسئل تبريد,20
SHK,6010101021,مصاريف عمولات بنكية,4/20/2026,26102521,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/20/2026,26102521,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/20/2026,26102521,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,4/20/2026,26102521,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,4/29/2026,26102522,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/29/2026,26102522,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/29/2026,26102522,قيد يومي,عمولة شيك معاد رقم 14774,20
SHK,6010101021,مصاريف عمولات بنكية,4/29/2026,26102522,قيد يومي,عمولة شيك معاد رقم 14430,20
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26009190,قيد يومي,طوابع على خطاب ضمان(Reversal) - 10916,-62
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26009190,قيد يومي,عمولات سحب شيك(Reversal) - 10916,-5
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26009190,قيد يومي,عمولة(Reversal) - 10916,-10
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26009190,قيد يومي,عمولات على خطاب ضمان(Reversal) - 10916,-93.61
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26102524,قيد يومي,عمولات على خطاب ضمان,93.61
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26102524,قيد يومي,طوابع على خطاب ضمان,62
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26102524,قيد يومي,عمولات سحب شيك,5
SHK,6010101021,مصاريف عمولات بنكية,4/12/2026,26102524,قيد يومي,عمولة,10
SHK,6010101021,مصاريف عمولات بنكية,4/15/2026,26102528,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/8/2026,26102534,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,4/20/2026,26102535,قيد يومي,عمولة شيك معاد رقم 15046,10
SHK,6010101021,مصاريف عمولات بنكية,4/7/2026,26102536,قيد يومي,عمولات,1
SHK,6010101021,مصاريف عمولات بنكية,4/7/2026,26102536,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,4/7/2026,26102536,قيد يومي,عمولات,1
SHK,6010101012,مصاريف لوازم مستهلكة,4/7/2026,26009206,قيد يومي,شيك رقم 15235 سداد ف/رقم 778 طبالي(Reversal) - 9868,-855
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26102539,قيد يومي,عمولات بنكية,10
SHK,6010101012,مصاريف لوازم مستهلكة,4/11/2026,26009211,قيد يومي,شيك رقم 15267 عن ف/رقم 44590(Reversal) - 11004,-988.28
SHK,6010101009,مصاريف متفرقة,4/30/2026,26102545,قيد يومي,فرق عمولات,-414.323
SHK,6020101003,مصاريف تصدير,4/22/2026,26009219,قيد يومي,شيك رقم 15317(Reversal) - 11743,-1171.5
SHK,6020101003,مصاريف تصدير,4/22/2026,26102548,قيد يومي,شيك رقم 15317,1171.5
SHK,6010101004,مصاريف ضيافة,5/6/2026,26009221,قيد يومي,ف/612034,7.804
SHK,6010101025,مصاريف هاتف,5/6/2026,26009221,قيد يومي,هاتف خلوي,11.542
SHK,6020101010,مصاريف صيانة سيارات,5/6/2026,26009221,قيد يومي,ف/992 اجرة فك وتركيب,7
SHK,6020101015,مصاريف تحميل وتنزيل,5/6/2026,26009221,قيد يومي,تحميل وتنزيل,10
SHK,6020101015,مصاريف تحميل وتنزيل,5/6/2026,26009221,قيد يومي,عامل تحميل وتنزيل,10
SHK,6020101003,مصاريف تصدير,5/6/2026,26009224,قيد يومي,منشأ,59.5
SHK,6010101022,مصاريف عمولات زين كاش,5/6/2026,26009226,قيد يومي,تحميل وتنزيل الولاء,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,5/6/2026,26009226,قيد يومي,تحميل وتنزيل الولاء,50
SHK,6010101025,مصاريف هاتف,5/6/2026,26009227,قيد يومي,اتصالات,7.86
SHK,6010101022,مصاريف عمولات زين كاش,5/5/2026,26102550,قيد يومي,ف/رقم 455 صيانة صندوق,0.35
SHK,6020101010,مصاريف صيانة سيارات,5/5/2026,26102550,قيد يومي,ف/رقم 455 صيانة صندوق,150
SHK,6010101006,مصاريف كهرباء,5/6/2026,26102551,قيد يومي,كهرباء مكتب المقابلين,92.873
SHK,6020101012,مصاريف محروقات سيارات,5/6/2026,26102552,قيد يومي,بنزين - معن,51.834
SHK,6020101012,مصاريف محروقات سيارات,5/6/2026,26102552,قيد يومي,بنزين - معن,54.406
SHK,6020101010,مصاريف صيانة سيارات,5/6/2026,26102552,قيد يومي,صيانة سيارة معن,20
SHK,6010101022,مصاريف عمولات زين كاش,5/6/2026,26009268,قيد يومي,متفرقة,0.35
SHK,6010101009,مصاريف متفرقة,5/6/2026,26009268,قيد يومي,متفرقة,0.25
SHK,6020101015,مصاريف تحميل وتنزيل,5/6/2026,26102555,قيد يومي,نضال,15
SHK,6010101024,مصاريف مواصلات,5/7/2026,26102557,قيد يومي,مواصلات,6
SHK,6010101018,مصاريف قرطاسية ومطبوعات,5/7/2026,26102557,قيد يومي,دفتر فواتير عدد 2,1.4
SHK,6020101010,مصاريف صيانة سيارات,5/7/2026,26102558,قيد يومي,ف/رقم 32087 صيانة سيارة الشركة,594.269
SHK,6010101022,مصاريف عمولات زين كاش,5/7/2026,26102559,قيد يومي,تحويل للبنك من زين كاش,0.35
SHK,6010101022,مصاريف عمولات زين كاش,5/7/2026,26102559,قيد يومي,تحويل للبنك من زين كاش,0.35
SHK,6010101021,مصاريف عمولات بنكية,5/7/2026,26102560,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/7/2026,26102560,قيد يومي,عمولات,0.7
SHK,6020101014,خصم مسموح به,5/7/2026,26102563,قيد يومي,خصم مسموح به,143.388
SHK,6010101022,مصاريف عمولات زين كاش,5/7/2026,26009365,قيد يومي,سلفة نثرية بيد حسام الدرابيع,0.35
SHK,6010101020,مصاريف حكومية,5/7/2026,26009369,قيد يومي,مصاريف ضريبية,1391.893
SHK,6010101022,مصاريف عمولات زين كاش,5/7/2026,26009371,قيد يومي,ونش,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,5/7/2026,26009371,قيد يومي,ونش,95
SHK,6020101015,مصاريف تحميل وتنزيل,5/7/2026,26009376,قيد يومي,راتب احمد صالح,95
SHK,6010101012,مصاريف لوازم مستهلكة,5/10/2026,26102564,قيد يومي,ف/رقم 6400 سقالة + لواح,150
SHK,6020101010,مصاريف صيانة سيارات,5/10/2026,26102565,قيد يومي,بنشر,5
SHK,6020101010,مصاريف صيانة سيارات,5/10/2026,26102565,قيد يومي,ف/رقم 4165,10
SHK,6020101022,مصاريف صيانة عامة,5/10/2026,26102566,قيد يومي,صيانه عامه,3
SHK,6010101009,مصاريف متفرقة,5/10/2026,26102566,قيد يومي,مواصلات ابو العبد,13.5
SHK,6020101010,مصاريف صيانة سيارات,5/10/2026,26102566,قيد يومي,ف/رقم 645,4
SHK,6010101009,مصاريف متفرقة,5/10/2026,26102567,قيد يومي,مواقف + سحب اوراق,12
SHK,6020101015,مصاريف تحميل وتنزيل,5/10/2026,26102567,قيد يومي,اجرة عامل,10
SHK,6010101009,مصاريف متفرقة,5/10/2026,26009439,قيد يومي,مواقف + سحب اوراق(Reversal) - 13348,-12
SHK,6020101015,مصاريف تحميل وتنزيل,5/10/2026,26009439,قيد يومي,اجرة عامل(Reversal) - 13348,-10
SHK,6010101009,مصاريف متفرقة,5/10/2026,26102568,قيد يومي,مواقف + سحب اوراق,22
SHK,6020101015,مصاريف تحميل وتنزيل,5/10/2026,26102568,قيد يومي,اجرة عامل,10
SHK,6010101020,مصاريف حكومية,5/10/2026,26102570,قيد يومي,وزارة الاستثمار,42.5
SHK,6010101023,مصاريف سفر واقامة وتنقلات,5/10/2026,26102571,قيد يومي,مصاريف حسام,50
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26102572,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26102572,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,4/22/2026,26009448,قيد يومي,عمولة شيك معاد(Reversal) - 12007,-20
SHK,6010101021,مصاريف عمولات بنكية,4/22/2026,26102573,قيد يومي,عمولة شيك معاد,20
SHK,6020101010,مصاريف صيانة سيارات,5/10/2026,26102574,قيد يومي,غسيل سيارة نور,8.35
SHK,6010101023,مصاريف سفر واقامة وتنقلات,5/10/2026,26102575,قيد يومي,مصاريف سفر,290.35
SHK,6010101012,مصاريف لوازم مستهلكة,5/10/2026,26009458,قيد يومي,ف/رقم 6400 سقالة + لواح(Reversal) - 13341,-150
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26102578,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26009483,قيد يومي,عمولات بنكية,2.25
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26009484,قيد يومي,عمولات بنكية(Reversal) - 13410,-2.25
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26009485,قيد يومي,عمولات بنكية,2.25
SHK,6010101020,مصاريف حكومية,5/10/2026,26102582,قيد يومي,طوابع,56.8
SHK,6010101020,مصاريف حكومية,5/10/2026,26009489,قيد يومي,طوابع(Reversal) - 13415,-56.8
SHK,6010101020,مصاريف حكومية,5/10/2026,26102583,قيد يومي,طوابع,56.8
SHK,6010101020,مصاريف حكومية,5/10/2026,26009493,قيد يومي,طوابع(Reversal) - 13421,-56.8
SHK,6010101020,مصاريف حكومية,5/10/2026,26102584,قيد يومي,طوابع,71.141
SHK,6020101015,مصاريف تحميل وتنزيل,5/10/2026,26102587,قيد يومي,نضال,10
SHK,6010101023,مصاريف سفر واقامة وتنقلات,5/5/2026,26009501,قيد يومي,مصاريف سفر نور سعودية,166.5
SHK,6020101012,مصاريف محروقات سيارات,5/11/2026,26102588,قيد يومي,ديزل,5
SHK,6020101015,مصاريف تحميل وتنزيل,5/11/2026,26102588,قيد يومي,مصاريف عمال + عرباية الوحدات,45
SHK,6010101024,مصاريف مواصلات,5/5/2026,26102590,قيد يومي,بدل بنزين طارق,8
SHK,6010101024,مصاريف مواصلات,5/5/2026,26009508,قيد يومي,بدل بنزين طارق(Reversal) - 13445,-8
SHK,6020101013,مصاريف بيعية,5/11/2026,26102592,قيد يومي,بيعية,688.7
SHK,6010101021,مصاريف عمولات بنكية,5/11/2026,26102596,قيد يومي,عمولات,1.5
SHK,6010101029,مصاريف بنكية,5/11/2026,26102597,قيد يومي,ايداع نقدي - الشركة الاردنية لضمان القروض,3187.5
SHK,6010101008,مصاريف أتعاب مهنية,5/11/2026,26102599,قيد يومي,اتعاب,465
SHK,6010101020,مصاريف حكومية,5/11/2026,26102600,قيد يومي,اقتطاعات,203.18
SHK,6010101020,مصاريف حكومية,5/11/2026,26102600,قيد يومي,اقتطاعات,153.5
SHK,6010101020,مصاريف حكومية,5/11/2026,26102600,قيد يومي,اقتطاعات,370.05
SHK,6010101020,مصاريف حكومية,5/11/2026,26102603,قيد يومي,طوابع,7.9
SHK,6010101020,مصاريف حكومية,5/11/2026,26102605,قيد يومي,طوابع,33
SHK,6020101012,مصاريف محروقات سيارات,3/31/2026,26102611,قيد يومي,محروقات عن شهر 3/2025 - المناصير,5650.103
SHK,6020101012,مصاريف محروقات سيارات,4/30/2026,26102612,قيد يومي,محروقات عن شهر 4/2026- المناصير,6234.993
SHK,6010101020,مصاريف حكومية,5/12/2026,26102613,قيد يومي,طوابع,9.7
SHK,6010101020,مصاريف حكومية,5/12/2026,26102614,قيد يومي,طوابع,24.3
SHK,6010101021,مصاريف عمولات بنكية,5/10/2026,26009571,قيد يومي,عمولات بنكية(Reversal) - 13412,-2.25
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26009572,قيد يومي,عمولات بنكية,2.25
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26009573,قيد يومي,عمولات بنكية(Reversal) - 13543,-2.25
SHK,6010101021,مصاريف عمولات بنكية,4/30/2026,26009574,قيد يومي,عمولات بنكية,2.25
SHK,6020101014,خصم مسموح به,5/12/2026,26102621,قيد يومي,خصم,128.934
SHK,6010101021,مصاريف عمولات بنكية,2/25/2026,26102623,قيد يومي,عمولات مرابحة,1140.896
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولات,2
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولات,0.5
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولة شيك معاد رقم 14904,20
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولة شيك معاد رقم 14775,20
SHK,6010101021,مصاريف عمولات بنكية,5/5/2026,26102626,قيد يومي,عمولة شيك معاد رقم 14431,20
